source,frame_id,t_frame,t_processed,obj_id,x,y,z,vr
radar,11,1762613280.2555184,1762613280.2555187,0,2.839165210723877,3.3443055152893066,0.2703966796398163,0.0
radar,11,1762613280.2555184,1762613280.2555187,1,-3.650355100631714,2.352933168411255,0.6759916543960571,0.0
radar,11,1762613280.2555184,1762613280.2555187,2,-0.15322476625442505,4.978942394256592,0.0,0.0
radar,11,1762613280.2555184,1762613280.2555187,3,-2.8121254444122314,6.387349605560303,0.8652693033218384,0.0
radar,11,1762613280.2555184,1762613280.2555187,4,5.8405680656433105,3.9169809818267822,0.0,0.0
radar,11,1762613280.2555184,1762613280.2555187,5,-5.669316291809082,9.144442558288574,1.3339568376541138,0.0
radar,12,1762613280.3549113,1762613280.3549116,0,2.9743635654449463,3.2104525566101074,0.40559500455856323,0.0
radar,12,1762613280.3549113,1762613280.3549116,1,-0.15322476625442505,4.978942394256592,0.0,0.0
radar,12,1762613280.3549113,1762613280.3549116,2,-3.0284423828125,6.28767204284668,0.8652693033218384,0.0
radar,12,1762613280.3549113,1762613280.3549116,3,-5.669316291809082,9.144442558288574,1.3339568376541138,0.0
radar,12,1762613280.3549113,1762613280.3549116,4,0.9373750686645508,3.69209361076355,0.0,-0.606849730014801
radar,13,1762613280.4539378,1762613280.453938,0,2.839165210723877,3.330613374710083,0.40559500455856323,0.0
radar,13,1762613280.4539378,1762613280.453938,1,-3.379958391189575,2.757131576538086,0.5407933592796326,0.0
radar,13,1762613280.4539378,1762613280.453938,2,-0.15322476625442505,4.978942394256592,0.0,0.0
radar,13,1762613280.4539378,1762613280.453938,3,-2.8121254444122314,6.387349605560303,0.8652693033218384,0.0
radar,13,1762613280.4539378,1762613280.453938,4,-5.669316291809082,9.144442558288574,1.3339568376541138,0.0
radar,13,1762613280.4539378,1762613280.453938,5,1.171718955039978,3.6245415210723877,0.0,-0.9102746248245239
radar,14,1762613280.5543466,1762613280.5543468,0,2.9743635654449463,3.2104525566101074,0.40559500455856323,0.0
radar,14,1762613280.5543466,1762613280.5543468,1,-0.3064495325088501,4.971863746643066,0.0,0.0
radar,14,1762613280.5543466,1762613280.5543468,2,-3.2447597980499268,6.144646644592285,1.0815867185592651,0.0
radar,14,1762613280.5543466,1762613280.5543468,3,5.191616058349609,4.723867893218994,0.4326346516609192,0.0
radar,14,1762613280.5543466,1762613280.5543468,4,-5.335827350616455,9.342961311340332,1.3339568376541138,0.0
radar,14,1762613280.5543466,1762613280.5543468,5,0.9734280109405518,3.3770523071289062,-0.1081586629152298,-0.9102746248245239
radar,14,1762613280.5543466,1762613280.5543468,6,-4.3263468742370605,1.8005315065383911,-0.144211545586586,-0.9102746248245239
radar,14,1762613280.5543466,1762613280.5543468,7,-0.4326346516609192,4.632500648498535,-0.576846182346344,-0.9102746248245239
radar,14,1762613280.5543466,1762613280.5543468,8,3.316865921020508,3.198390007019043,0.8652693033218384,-0.9102746248245239
radar,15,1762613280.6531036,1762613280.653104,0,3.1095616817474365,3.0796868801116943,0.40559500455856323,0.0
radar,15,1762613280.6531036,1762613280.653104,1,-0.15322476625442505,4.978942394256592,0.0,0.0
radar,15,1762613280.6531036,1762613280.653104,2,-2.8121254444122314,6.354297161102295,1.0815867185592651,0.0
radar,15,1762613280.6531036,1762613280.653104,3,6.4895195960998535,2.7007994651794434,-0.2163173258304596,0.0
radar,15,1762613280.6531036,1762613280.653104,4,-5.669316291809082,9.144442558288574,1.3339568376541138,0.0
radar,15,1762613280.6531036,1762613280.653104,5,1.0545469522476196,3.6603493690490723,0.0,-0.9102746248245239
radar,16,1762613280.752087,1762613280.7520874,0,2.9743635654449463,3.2104525566101074,0.40559500455856323,0.0
radar,16,1762613280.752087,1762613280.7520874,1,-0.15322476625442505,4.976583957672119,0.15322476625442505,0.0
radar,16,1762613280.752087,1762613280.7520874,2,-3.0284423828125,6.254093170166016,1.0815867185592651,0.0
radar,16,1762613280.752087,1762613280.7520874,3,-5.335827350616455,9.342961311340332,1.3339568376541138,0.0
radar,16,1762613280.752087,1762613280.7520874,4,0.9734280109405518,3.371852397918701,-0.2163173258304596,-0.9102746248245239
radar,17,1762613280.8540456,1762613280.8540459,0,2.839165210723877,3.330613374710083,0.40559500455856323,0.0
radar,17,1762613280.8540456,1762613280.8540459,1,-3.7855536937713623,2.128607749938965,0.6759916543960571,0.0
radar,17,1762613280.8540456,1762613280.8540459,2,-0.45967429876327515,4.960044860839844,0.0,0.0
radar,17,1762613280.8540456,1762613280.8540459,3,-3.4610772132873535,5.982588768005371,1.2979040145874023,0.0
radar,17,1762613280.8540456,1762613280.8540459,4,4.54266357421875,5.298159122467041,0.8652693033218384,0.0
radar,17,1762613280.8540456,1762613280.8540459,5,-4.54266357421875,4.276764869689941,-3.2447597980499268,0.0
radar,17,1762613280.8540456,1762613280.8540459,6,-5.335827350616455,9.342961311340332,1.3339568376541138,0.0
radar,17,1762613280.8540456,1762613280.8540459,7,0.9914543628692627,2.9625813961029053,-0.793163537979126,-1.5171242952346802
radar,17,1762613280.8540456,1762613280.8540459,8,2.2983717918395996,3.736672878265381,0.2703966796398163,-0.9102746248245239
radar,17,1762613280.8540456,1762613280.8540459,9,-3.379958391189575,2.72713565826416,-0.6759916543960571,-0.9102746248245239
radar,17,1762613280.8540456,1762613280.8540459,10,-0.5407933592796326,4.309167861938477,-0.6759916543960571,-0.9102746248245239
radar,17,1762613280.8540456,1762613280.8540459,11,1.0815867185592651,3.3299593925476074,-0.3244760036468506,-0.606849730014801
radar,18,1762613280.9545524,1762613280.954553,0,2.9743635654449463,3.2104525566101074,0.40559500455856323,0.0
radar,18,1762613280.9545524,1762613280.954553,1,-0.3064495325088501,4.971863746643066,0.0,0.0
radar,18,1762613280.9545524,1762613280.954553,2,-3.2447597980499268,6.144646644592285,1.0815867185592651,0.0
radar,18,1762613280.9545524,1762613280.954553,3,5.407933235168457,4.448380947113037,0.6489520072937012,0.0
radar,18,1762613280.9545524,1762613280.954553,4,-5.335827350616455,9.342961311340332,1.3339568376541138,0.0
radar,18,1762613280.9545524,1762613280.954553,5,0.793163537979126,3.0988051891326904,-0.396581768989563,-0.9102746248245239
radar,19,1762613281.0533235,1762613281.053324,0,2.9743635654449463,3.2246546745300293,0.2703966796398163,0.0
radar,19,1762613281.0533235,1762613281.053324,1,-0.15322476625442505,4.978942394256592,0.0,0.0
radar,19,1762613281.0533235,1762613281.053324,2,6.4895195960998535,2.7094483375549316,0.0,0.0
radar,19,1762613281.0533235,1762613281.053324,3,-2.8121254444122314,6.354297161102295,1.0815867185592651,0.0
radar,19,1762613281.0533235,1762613281.053324,4,-5.669316291809082,9.144442558288574,1.3339568376541138,0.0
radar,19,1762613281.0533235,1762613281.053324,5,0.8923090100288391,3.0956315994262695,0.09914544224739075,-0.9102746248245239
radar,20,1762613281.1562324,1762613281.156233,0,2.839165210723877,3.3443055152893066,0.2703966796398163,0.0
radar,20,1762613281.1562324,1762613281.156233,1,-3.5151567459106445,2.582550525665283,0.5407933592796326,0.0
radar,20,1762613281.1562324,1762613281.156233,2,-0.15322476625442505,4.978942394256592,0.0,0.0
radar,20,1762613281.1562324,1762613281.156233,3,-2.8121254444122314,6.354297161102295,1.0815867185592651,0.0
radar,20,1762613281.1562324,1762613281.156233,4,5.8405680656433105,3.893015146255493,0.4326346516609192,0.0
radar,20,1762613281.1562324,1762613281.156233,5,-5.669316291809082,9.144442558288574,1.3339568376541138,0.0
radar,20,1762613281.1562324,1762613281.156233,6,0.9914543628692627,3.0524628162384033,-0.29743632674217224,-0.9102746248245239
radar,20,1762613281.1562324,1762613281.156233,7,3.650355100631714,2.4443774223327637,0.13519833981990814,-0.9102746248245239
radar,20,1762613281.1562324,1762613281.156233,8,-0.13519833981990814,4.359772682189941,-0.5407933592796326,-0.9102746248245239
radar,21,1762613281.2534568,1762613281.253457,0,2.839165210723877,3.330613374710083,0.40559500455856323,0.0
radar,21,1762613281.2534568,1762613281.253457,1,-3.379958391189575,2.757131576538086,0.5407933592796326,0.0
radar,21,1762613281.2534568,1762613281.253457,2,-0.3064495325088501,4.971863746643066,0.0,0.0
radar,21,1762613281.2534568,1762613281.253457,3,-3.0284423828125,6.254093170166016,1.0815867185592651,0.0
radar,21,1762613281.2534568,1762613281.253457,4,5.624250888824463,4.199476718902588,0.4326346516609192,0.0
radar,21,1762613281.2534568,1762613281.253457,5,-5.669316291809082,9.144442558288574,1.3339568376541138,0.0
radar,21,1762613281.2534568,1762613281.253457,6,0.9914543628692627,3.0524628162384033,-0.29743632674217224,-0.606849730014801
radar,22,1762613281.3545816,1762613281.354582,0,2.7039666175842285,3.4412801265716553,0.40559500455856323,0.0
radar,22,1762613281.3545816,1762613281.354582,1,-0.3064495325088501,4.971863746643066,0.0,0.0
radar,22,1762613281.3545816,1762613281.354582,2,-2.8121254444122314,6.387349605560303,0.8652693033218384,0.0
radar,22,1762613281.3545816,1762613281.354582,3,6.056884765625,3.5668375492095947,0.2163173258304596,0.0
radar,22,1762613281.3545816,1762613281.354582,4,-5.669316291809082,9.144442558288574,1.3339568376541138,0.0
radar,22,1762613281.3545816,1762613281.354582,5,0.9013221859931946,2.735158681869507,-0.5407933592796326,-1.213699460029602
radar,22,1762613281.3545816,1762613281.354582,6,1.090599775314331,3.0330796241760254,0.0,-0.9102746248245239
radar,23,1762613281.4546642,1762613281.4546645,0,2.7039666175842285,3.4412801265716553,0.40559500455856323,0.0
radar,23,1762613281.4546642,1762613281.4546645,1,-0.15322476625442505,4.976583957672119,0.15322476625442505,0.0
radar,23,1762613281.4546642,1762613281.4546645,2,0.0,5.27182149887085,0.1622380018234253,0.0
radar,23,1762613281.4546642,1762613281.4546645,3,-2.8121254444122314,6.412939071655273,0.6489520072937012,0.0
radar,23,1762613281.4546642,1762613281.4546645,4,5.8405680656433105,3.9169809818267822,0.0,0.0
radar,23,1762613281.4546642,1762613281.4546645,5,-5.669316291809082,9.144442558288574,1.3339568376541138,0.0
radar,23,1762613281.4546642,1762613281.4546645,6,0.9914543628692627,3.0524628162384033,-0.29743632674217224,-0.606849730014801
radar,24,1762613281.5532377,1762613281.5532382,0,2.839165210723877,3.330613374710083,0.40559500455856323,0.0
radar,24,1762613281.5532377,1762613281.5532382,1,-0.15322476625442505,4.978942394256592,0.0,0.0
radar,24,1762613281.5532377,1762613281.5532382,2,-5.669316291809082,9.144442558288574,1.3339568376541138,0.0
radar,24,1762613281.5532377,1762613281.5532382,3,0.9914543628692627,2.7440547943115234,0.2703966796398163,-0.9102746248245239
radar,25,1762613281.6529524,1762613281.652953,0,2.7039666175842285,3.454533576965332,0.2703966796398163,0.0
radar,25,1762613281.6529524,1762613281.652953,1,-0.3064495325088501,4.971863746643066,0.0,0.0
radar,25,1762613281.6529524,1762613281.652953,2,-5.669316291809082,9.144442558288574,1.3339568376541138,0.0
radar,25,1762613281.6529524,1762613281.652953,3,1.0815867185592651,2.7172794342041016,-0.1802644431591034,-1.213699460029602
radar,26,1762613281.7543354,1762613281.7543356,0,2.839165210723877,3.330613374710083,0.40559500455856323,0.0
radar,26,1762613281.7543354,1762613281.7543356,1,-0.15322476625442505,4.978942394256592,0.0,0.0
radar,26,1762613281.7543354,1762613281.7543356,2,-6.002805709838867,8.929070472717285,1.3339568376541138,0.0
radar,26,1762613281.7543354,1762613281.7543356,3,0.9734280109405518,2.4495842456817627,0.08111900091171265,-0.606849730014801
radar,27,1762613281.8543515,1762613281.8543522,0,2.839165210723877,3.3443055152893066,0.2703966796398163,0.0
radar,27,1762613281.8543515,1762613281.8543522,1,-3.650355100631714,2.3876352310180664,0.5407933592796326,0.0
radar,27,1762613281.8543515,1762613281.8543522,2,-0.3064495325088501,4.971863746643066,0.0,0.0
radar,27,1762613281.8543515,1762613281.8543522,3,-5.002338409423828,9.47299575805664,1.6674460172653198,0.0
radar,27,1762613281.8543515,1762613281.8543522,4,0.9734280109405518,2.4388153553009033,0.24335700273513794,-0.606849730014801
radar,28,1762613281.9531274,1762613281.9531279,0,2.839165210723877,3.3443055152893066,0.2703966796398163,0.0
radar,28,1762613281.9531274,1762613281.9531279,1,-3.7855536937713623,2.166905164718628,0.5407933592796326,0.0
radar,28,1762613281.9531274,1762613281.9531279,2,-0.15322476625442505,4.978942394256592,0.0,0.0
radar,28,1762613281.9531274,1762613281.9531279,3,6.705837249755859,2.1071135997772217,-0.2163173258304596,0.0
radar,28,1762613281.9531274,1762613281.9531279,4,-2.5958080291748047,6.5035080909729,0.6489520072937012,0.0
radar,28,1762613281.9531274,1762613281.9531279,5,-5.002338409423828,9.525680541992188,1.3339568376541138,0.0
radar,28,1762613281.9531274,1762613281.9531279,6,1.1356658935546875,2.265361785888672,-0.7300710082054138,-2.123974084854126
radar,28,1762613281.9531274,1762613281.9531279,7,0.9734280109405518,2.445551633834839,-0.1622380018234253,-0.606849730014801
radar,29,1762613282.052617,1762613282.0526173,0,-0.3064495325088501,4.971863746643066,0.0,0.0
radar,29,1762613282.052617,1762613282.0526173,1,-3.2447597980499268,6.1788201332092285,0.8652693033218384,0.0
radar,29,1762613282.052617,1762613282.0526173,2,5.407933235168457,4.4954681396484375,0.0,0.0
radar,29,1762613282.052617,1762613282.0526173,3,-4.668848991394043,9.693493843078613,1.3339568376541138,0.0
radar,30,1762613282.1535397,1762613282.15354,0,2.7039666175842285,3.454533576965332,0.2703966796398163,0.0
radar,30,1762613282.1535397,1762613282.15354,1,-0.15322476625442505,4.978942394256592,0.0,0.0
radar,30,1762613282.1535397,1762613282.15354,2,-2.5958080291748047,6.5035080909729,0.6489520072937012,0.0
radar,30,1762613282.1535397,1762613282.15354,3,-5.002338409423828,9.47299575805664,1.6674460172653198,0.0
radar,30,1762613282.1535397,1762613282.15354,4,1.0815867185592651,2.048215389251709,-0.3605288863182068,-0.606849730014801
radar,31,1762613282.2558246,1762613282.2558248,0,2.839165210723877,3.330613374710083,0.40559500455856323,0.0
radar,31,1762613282.2558246,1762613282.2558248,1,-0.15322476625442505,4.978942394256592,0.0,0.0
radar,31,1762613282.2558246,1762613282.2558248,2,-3.2447597980499268,6.1788201332092285,0.8652693033218384,0.0
radar,31,1762613282.2558246,1762613282.2558248,3,5.624250888824463,4.21615743637085,0.2163173258304596,0.0
radar,31,1762613282.2558246,1762613282.2558248,4,-5.191616058349609,9.159676551818848,0.6489520072937012,0.606849730014801
radar,31,1762613282.2558246,1762613282.2558248,5,1.0545469522476196,2.3042423725128174,-0.7300710082054138,-1.8205492496490479
radar,31,1762613282.2558246,1762613282.2558248,6,0.9373750686645508,2.147353172302246,0.072105772793293,-0.606849730014801
radar,32,1762613282.3557806,1762613282.355781,0,2.839165210723877,3.3443055152893066,0.2703966796398163,0.0
radar,32,1762613282.3557806,1762613282.355781,1,-3.650355100631714,2.3876352310180664,0.5407933592796326,0.0
radar,32,1762613282.3557806,1762613282.355781,2,-0.3064495325088501,4.971863746643066,0.0,0.0
radar,32,1762613282.3557806,1762613282.355781,3,-3.2447597980499268,6.1788201332092285,0.8652693033218384,0.0
radar,32,1762613282.3557806,1762613282.355781,4,5.407933235168457,4.490260601043701,0.2163173258304596,0.0
radar,32,1762613282.3557806,1762613282.355781,5,-5.002338409423828,9.525680541992188,1.3339568376541138,0.0
radar,32,1762613282.3557806,1762613282.355781,6,0.9373750686645508,2.147353172302246,-0.072105772793293,-0.606849730014801
radar,33,1762613282.452508,1762613282.4525084,0,2.839165210723877,3.330613374710083,0.40559500455856323,0.0
radar,33,1762613282.452508,1762613282.4525084,1,-0.15322476625442505,4.978942394256592,0.0,0.0
radar,33,1762613282.452508,1762613282.4525084,2,-3.0284423828125,6.254093170166016,1.0815867185592651,0.0
radar,33,1762613282.452508,1762613282.4525084,3,5.191616058349609,4.723867893218994,0.4326346516609192,0.0
radar,33,1762613282.452508,1762613282.4525084,4,-5.335827350616455,9.342961311340332,1.3339568376541138,0.0
radar,34,1762613282.552112,1762613282.5521123,0,2.839165210723877,3.330613374710083,0.40559500455856323,0.0
radar,34,1762613282.552112,1762613282.5521123,1,-0.3064495325088501,4.971863746643066,0.0,0.0
radar,34,1762613282.552112,1762613282.5521123,2,-3.0284423828125,6.28767204284668,0.8652693033218384,0.0
radar,34,1762613282.552112,1762613282.5521123,3,5.624250888824463,4.21615743637085,0.2163173258304596,0.0
radar,34,1762613282.552112,1762613282.5521123,4,-5.669316291809082,9.144442558288574,1.3339568376541138,0.0
radar,34,1762613282.552112,1762613282.5521123,5,0.757110595703125,1.8683111667633057,-0.3785552978515625,-0.606849730014801
radar,35,1762613282.6542113,1762613282.6542115,0,2.9743635654449463,3.2104525566101074,0.40559500455856323,0.0
radar,35,1762613282.6542113,1762613282.6542115,1,-0.3064495325088501,4.9695024490356445,0.15322476625442505,0.0
radar,35,1762613282.6542113,1762613282.6542115,2,5.191616058349609,4.738702774047852,0.2163173258304596,0.0
radar,35,1762613282.6542113,1762613282.6542115,3,-3.4610772132873535,6.025453567504883,1.0815867185592651,0.0
radar,35,1762613282.6542113,1762613282.6542115,4,-5.669316291809082,9.144442558288574,1.3339568376541138,0.0
radar,35,1762613282.6542113,1762613282.6542115,5,0.6940180659294128,1.9135713577270508,0.2523702085018158,-0.9102746248245239
radar,36,1762613282.7559605,1762613282.755961,0,2.9743635654449463,3.2246546745300293,0.2703966796398163,0.0
radar,36,1762613282.7559605,1762613282.755961,1,-0.3064495325088501,4.971863746643066,0.0,0.0
radar,36,1762613282.7559605,1762613282.755961,2,-3.0284423828125,6.28767204284668,0.8652693033218384,0.0
radar,36,1762613282.7559605,1762613282.755961,3,5.8405680656433105,3.9169809818267822,0.0,0.0
radar,36,1762613282.7559605,1762613282.755961,4,-5.669316291809082,9.144442558288574,1.3339568376541138,0.0
radar,36,1762613282.7559605,1762613282.755961,5,0.757110595703125,1.563523292541504,-0.2703966796398163,-1.5171242952346802
radar,36,1762613282.7559605,1762613282.755961,6,0.8202031850814819,1.8629769086837769,0.2523702085018158,-0.9102746248245239
radar,36,1762613282.7559605,1762613282.755961,7,2.43356990814209,8.429631233215332,0.5407933592796326,-0.606849730014801
radar,37,1762613282.854637,1762613282.8546371,0,2.839165210723877,3.330613374710083,0.40559500455856323,0.0
radar,37,1762613282.854637,1762613282.8546371,1,-3.9207518100738525,1.8132920265197754,0.8111900091171265,0.0
radar,37,1762613282.854637,1762613282.8546371,2,-0.15322476625442505,4.978942394256592,0.0,0.0
radar,37,1762613282.854637,1762613282.8546371,3,-2.8121254444122314,6.387349605560303,0.8652693033218384,0.0
radar,37,1762613282.854637,1762613282.8546371,4,6.273202419281006,3.1709797382354736,-0.2163173258304596,0.0
radar,37,1762613282.854637,1762613282.8546371,5,-5.669316291809082,9.144442558288574,1.3339568376541138,0.0
radar,37,1762613282.854637,1762613282.8546371,6,0.7030313611030579,1.578416347503662,-0.3244760036468506,-1.213699460029602
radar,37,1762613282.854637,1762613282.8546371,7,0.5948726534843445,1.6535228490829468,0.0540793314576149,-0.606849730014801
radar,38,1762613282.9537575,1762613282.9537578,0,2.839165210723877,3.330613374710083,0.40559500455856323,0.0
radar,38,1762613282.9537575,1762613282.9537578,1,-3.5151567459106445,2.582550525665283,0.5407933592796326,0.0
radar,38,1762613282.9537575,1762613282.9537578,2,-0.15322476625442505,4.978942394256592,0.0,0.0
radar,38,1762613282.9537575,1762613282.9537578,3,-2.379490613937378,6.585731506347656,0.6489520072937012,0.0
radar,38,1762613282.9537575,1762613282.9537578,4,6.4895195960998535,2.7007994651794434,-0.2163173258304596,0.0
radar,38,1762613282.9537575,1762613282.9537578,5,-5.669316291809082,9.144442558288574,1.3339568376541138,0.0
radar,39,1762613283.0525148,1762613283.052515,0,2.7039666175842285,3.4412801265716553,0.40559500455856323,0.0
radar,39,1762613283.0525148,1762613283.052515,1,-0.3064495325088501,4.9695024490356445,0.15322476625442505,0.0
radar,39,1762613283.0525148,1762613283.052515,2,-2.8121254444122314,6.412939071655273,0.6489520072937012,0.0
radar,39,1762613283.0525148,1762613283.052515,3,5.8405680656433105,3.9110031127929688,-0.2163173258304596,0.0
radar,39,1762613283.0525148,1762613283.052515,4,-5.669316291809082,9.144442558288574,1.3339568376541138,0.0
radar,39,1762613283.0525148,1762613283.052515,5,0.757110595703125,1.5102413892745972,-0.4867140054702759,-1.5171242952346802
radar,40,1762613283.1548107,1762613283.154811,0,2.7039666175842285,3.454533576965332,0.2703966796398163,0.0
radar,40,1762613283.1548107,1762613283.154811,1,-0.3064495325088501,4.9695024490356445,0.15322476625442505,0.0
radar,40,1762613283.1548107,1762613283.154811,2,-3.0284423828125,6.313665390014648,0.6489520072937012,0.0
radar,40,1762613283.1548107,1762613283.154811,3,5.8405680656433105,3.9110031127929688,0.2163173258304596,0.0
radar,40,1762613283.1548107,1762613283.154811,4,-5.335827350616455,9.342961311340332,1.3339568376541138,0.0
radar,40,1762613283.1548107,1762613283.154811,5,0.5407933592796326,1.334507942199707,-0.2703966796398163,-0.606849730014801
radar,41,1762613283.253665,1762613283.2536652,0,2.9743635654449463,3.2246546745300293,0.2703966796398163,0.0
radar,41,1762613283.253665,1762613283.2536652,1,-3.9207518100738525,1.8132920265197754,0.8111900091171265,0.0
radar,41,1762613283.253665,1762613283.2536652,2,-3.5151567459106445,2.635098934173584,-0.13519833981990814,0.0
radar,41,1762613283.253665,1762613283.2536652,3,-0.3064495325088501,4.9695024490356445,0.15322476625442505,0.0
